name,foot,team2023-12-02,image,positionMisterFantasy,shortNamePosition,groupPosition,age,shirtNumber,marketValueReal,marketValueMisterFantasy_2023-12-02,nationality,fluctuationValue_2023-12-02,average_2023-12-02,scorePlayer_2023-12-02,points_antepenultimate_match_2023-12-02,game_played_2023-12-02,minutes_played_2023-12-02,goals_2023-12-02,assists_2023-12-02,assists_without_goal_2023-12-02,balls_into_area_2023-12-02,clearances_2023-12-02,dribbles_2023-12-02,kicks_to_goal_2023-12-02,recovered_balls_2023-12-02,possession_loss_2023-12-02,penaltis_failed_2023-12-02,goals_against_2023-12-02,red_cards_2023-12-02,ball_stop_2023-12-02,penalties_made_2023-12-02,yellow_cards_2023-12-02,second_yellow_card_match_2023-12-02,penalties_caused_2023-12-02,penalties_stopped_2023-12-02,own_goals_2023-12-02,team2024-05-28,marketValueMisterFantasy_2024-05-28,fluctuationValue_2024-05-28,average_2024-05-28,scorePlayer_2024-05-28,points_antepenultimate_match_2024-05-28,game_played_2024-05-28,minutes_played_2024-05-28,goals_2024-05-28,assists_2024-05-28,assists_without_goal_2024-05-28,balls_into_area_2024-05-28,clearances_2024-05-28,dribbles_2024-05-28,kicks_to_goal_2024-05-28,recovered_balls_2024-05-28,possession_loss_2024-05-28,penaltis_failed_2024-05-28,goals_against_2024-05-28,red_cards_2024-05-28,ball_stop_2024-05-28,penalties_made_2024-05-28,yellow_cards_2024-05-28,second_yellow_card_match_2024-05-28,penalties_caused_2024-05-28,penalties_stopped_2024-05-28,own_goals_2024-05-28
C. Bravo,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/40423-1691751378.jpg?lm=1,-1.0,POR,Portero,40.0,1.0,1000000.0,1.833.000,Chile,DOWN,"4,0",28.0,3,7.0,630.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,53.0,44.0,0.0,5.0,0.0,17.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. D. Tomas,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/162038-1653044438.jpg?lm=1,-1.0,DEL,Delantero,29.0,22.0,6000000.0,1.827.000,España,DOWN,"2,3",25.0,1,13.0,555.0,0.0,2.0,2.0,0.0,5.0,10.0,3.0,16.0,72.0,0.0,8.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Moncayola,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/552425-1583310847.jpg?lm=1,-1.0,MC,Centrocampista,25.0,7.0,12000000.0,1.811.000,España,DOWN,"3,3",39.0,1,12.0,615.0,0.0,1.0,1.0,13.0,5.0,3.0,0.0,38.0,110.0,0.0,13.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Amallah,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/377219-1616872969.jpg?lm=1,-1.0,MCO,Centrocampista,27.0,19.0,2500000.0,1.801.000,Marruecos,DOWN,"2,5",25.0,-,9.0,374.0,0.0,1.0,1.0,0.0,3.0,15.0,4.0,25.0,66.0,0.0,4.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Baptistao,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/221899-1447255084.jpg?lm=1,-1.0,DEL,Delantero,31.0,12.0,1800000.0,1.717.000,Brasil,DOWN,"3,2",35.0,2,12.0,502.0,2.0,0.0,0.0,0.0,7.0,1.0,6.0,24.0,88.0,0.0,13.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Fernandez,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/58884-1664964956.jpg?lm=1,-1.0,CEN,Defensa,33.0,6.0,5000000.0,1.714.000,España,UP,"2,3",21.0,1,12.0,468.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,31.0,26.0,0.0,1.0,1.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Loiodice,izquierdo,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/581781-1539357288.jpg?lm=1,-1.0,MC,Centrocampista,23.0,12.0,2500000.0,1.702.000,Francia,UP,"3,5",52.0,2,15.0,926.0,0.0,0.0,0.0,3.0,6.0,11.0,4.0,71.0,153.0,0.0,7.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Park,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/603940-1600658988.jpg?lm=1,-1.0,ED,Delantero,23.0,2.0,600000.0,1.678.000,España,UP,"3,8",42.0,2,11.0,501.0,0.0,2.0,3.0,5.0,2.0,8.0,1.0,38.0,89.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Militao,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/401530-1689002515.jpg?lm=1,-1.0,CEN,Defensa,25.0,3.0,70000000.0,1.675.000,Brasil,DOWN,"5,0",5.0,-,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Garcia,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/631002-1614090749.jpg?lm=1,-1.0,DEL,Delantero,23.0,23.0,3000000.0,167.000,España,UP,"1,8",11.0,-,14.0,82.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. D. L. Torre,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/315762-1694588048.jpg?lm=1,-1.0,MC,Centrocampista,25.0,14.0,3000000.0,1.614.000,Estados Unidos,UP,"3,3",39.0,-,12.0,871.0,0.0,2.0,2.0,1.0,6.0,5.0,2.0,47.0,85.0,0.0,13.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Carcelen,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/254037-1595432563.jpg?lm=1,-1.0,LD,Defensa,30.0,20.0,1500000.0,1.607.000,España,DOWN,"3,0",39.0,1,14.0,1048.0,0.0,0.0,0.0,4.0,33.0,2.0,2.0,60.0,121.0,0.0,16.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Embarba,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/288318-1583506487.jpg?lm=1,-1.0,ED,Delantero,31.0,10.0,2500000.0,1.568.000,España,UP,"3,0",39.0,5,14.0,894.0,0.0,0.0,4.0,21.0,4.0,19.0,7.0,58.0,207.0,0.0,26.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Lunin,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/404839-1701294131.jpg?lm=1,-1.0,POR,Portero,24.0,13.0,5000000.0,1.562.000,Ucrania,UP,"7,0",28.0,-,14.0,360.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,13.0,0.0,2.0,0.0,15.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Pena,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/238868-1490952343.jpg?lm=1,-1.0,LD,Defensa,32.0,15.0,2500000.0,1.551.000,España,DOWN,"3,3",40.0,2,14.0,916.0,0.0,1.0,1.0,8.0,17.0,18.0,2.0,82.0,191.0,0.0,15.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Carvalho,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/100131-1662113601.jpg?lm=1,-1.0,PIV,Centrocampista,31.0,14.0,9000000.0,1.498.000,Portugal,DOWN,"2,9",20.0,3,8.0,196.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Abqar,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,-1.0,CEN,Defensa,24.0,5.0,1400000.0,1.479.000,Marruecos,DOWN,"3,4",37.0,5,13.0,989.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,61.0,90.0,0.0,16.0,0.0,0.0,2.0,3.0,-,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Sanchez,derecho,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/513031-1576533215.jpg?lm=1,-1.0,MC,Centrocampista,26.0,18.0,2500000.0,1.472.000,España,DOWN,"3,8",34.0,2,15.0,470.0,1.0,1.0,1.0,3.0,4.0,6.0,4.0,46.0,69.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Cuenca,izquierdo,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/494880-1539767956.jpg?lm=1,-1.0,CEN,Defensa,24.0,5.0,5000000.0,1.423.000,España,UP,"4,5",36.0,-,12.0,636.0,1.0,0.0,0.0,0.0,43.0,3.0,2.0,40.0,49.0,0.0,14.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Sola,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/434990-1680536108.jpg?lm=1,-1.0,LD,Defensa,24.0,7.0,3000000.0,1.352.000,España,DOWN,"3,6",43.0,2,14.0,565.0,0.0,0.0,1.0,7.0,5.0,18.0,3.0,41.0,106.0,0.0,11.0,0.0,0.0,1.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Silva,izquierdo,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/234811-1666770953.jpg?lm=1,-1.0,POR,Portero,29.0,13.0,15000000.0,1.342.000,Portugal,UP,"3,4",17.0,-,11.0,405.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,43.0,50.0,0.0,7.0,0.0,14.0,1.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Areso,derecho,CA Osasuna,https://img.a.transfermarkt.technology/portrait/medium/488626-1675800186.jpg?lm=1,-1.0,LD,Defensa,24.0,12.0,2000000.0,1.322.000,España,DOWN,"2,8",37.0,3,14.0,822.0,0.0,1.0,1.0,9.0,16.0,10.0,1.0,56.0,134.0,0.0,17.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Elustondo,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/229804-1664970965.jpg?lm=1,-1.0,CEN,Defensa,29.0,6.0,10000000.0,1.292.000,España,UP,"4,0",20.0,2,9.0,273.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,13.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandro,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/199369-1627989870.jpg?lm=1,-1.0,DEL,Delantero,28.0,9.0,1800000.0,1.288.000,España,UP,"4,7",28.0,-,8.0,458.0,0.0,0.0,3.0,4.0,4.0,8.0,6.0,24.0,76.0,0.0,3.0,0.0,0.0,0.0,0.0,-,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Beltran,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/423444-1693921591.jpg?lm=1,-1.0,MC,Centrocampista,24.0,8.0,10000000.0,1.272.000,España,UP,"3,4",47.0,3,14.0,996.0,0.0,0.0,0.0,1.0,9.0,7.0,1.0,75.0,91.0,0.0,19.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Akieme,izquierdo,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/355627-1541150356.jpg?lm=1,-1.0,LI,Defensa,25.0,15.0,8000000.0,1.254.000,España,UP,"4,1",45.0,1,12.0,990.0,2.0,0.0,2.0,10.0,18.0,15.0,5.0,58.0,140.0,0.0,25.0,0.0,0.0,2.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Sanchez,derecho,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/388545-1551650605.JPG?lm=1,-1.0,LD,Defensa,23.0,12.0,2500000.0,1.127.000,España,DOWN,"3,5",38.0,-,15.0,470.0,1.0,1.0,1.0,3.0,4.0,6.0,4.0,46.0,69.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Nastasic,izquierdo,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/143559-1531813376.jpg?lm=1,-1.0,CEN,Defensa,30.0,2.0,1500000.0,1.224.000,Serbia,UP,"2,8",28.0,2,12.0,817.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,49.0,67.0,0.0,14.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Lekue,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/255501-1671998245.png?lm=1,-1.0,LD,Defensa,30.0,15.0,3000000.0,1.184.000,España,UP,"2,8",25.0,6,15.0,619.0,0.0,0.0,0.0,3.0,14.0,9.0,0.0,49.0,91.0,0.0,11.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Camello,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/505674-1617806102.jpg?lm=1,-1.0,DEL,Delantero,22.0,34.0,5000000.0,1.180.000,España,DOWN,"2,9",32.0,-,13.0,510.0,0.0,1.0,1.0,0.0,2.0,4.0,5.0,20.0,60.0,0.0,9.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Moreno,izquierdo,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/207917-1687268193.jpg?lm=1,-1.0,LI,Defensa,31.0,18.0,2000000.0,1.167.000,España,DOWN,"2,5",25.0,3,10.0,448.0,0.0,1.0,1.0,5.0,13.0,2.0,0.0,28.0,53.0,0.0,6.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Sanchez,derecho,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/676042-1695240552.jpg?lm=1,-1.0,LD,Defensa,20.0,26.0,3000000.0,1.163.000,España,DOWN,"4,3",30.0,-,15.0,470.0,1.0,1.0,1.0,3.0,4.0,6.0,4.0,46.0,69.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Mandava,izquierdo,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/240692-1666818500.jpg?lm=1,-1.0,LI,Defensa,29.0,23.0,20000000.0,1.157.000,Mozambique,UP,"0,0",0.0,-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Canos,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/251845-1538466933.jpg?lm=1,-1.0,ED,Delantero,26.0,7.0,4000000.0,1.156.000,España,UP,"2,6",21.0,2,5.0,267.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,23.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Neva,izquierdo,Granada CF,https://img.a.transfermarkt.technology/portrait/medium/448844-1583309125.jpg?lm=1,-1.0,LI,Defensa,27.0,15.0,2000000.0,1.144.000,España,DOWN,"2,9",40.0,3,14.0,1211.0,0.0,1.0,4.0,10.0,30.0,0.0,0.0,71.0,175.0,0.0,30.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Gonzalez,derecho,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/339699-1581881312.png?lm=1,-1.0,LD,Defensa,29.0,20.0,2000000.0,1.125.000,Uruguay,DOWN,"3,4",41.0,2,15.0,864.0,0.0,0.0,0.0,5.0,12.0,3.0,2.0,59.0,130.0,0.0,12.0,0.0,0.0,1.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Alena,izquierdo,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/284854-1669364902.jpg?lm=1,-1.0,MC,Centrocampista,25.0,11.0,6000000.0,1.071.000,España,DOWN,"3,2",41.0,2,15.0,563.0,1.0,1.0,1.0,6.0,5.0,2.0,4.0,37.0,77.0,0.0,12.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bebe,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/153427-1447238040.jpg?lm=1,-1.0,EI,Delantero,33.0,10.0,800000.0,1.071.000,Cabo Verde,DOWN,"3,6",36.0,2,14.0,78.0,2.0,0.0,0.0,3.0,0.0,7.0,4.0,7.0,31.0,0.0,1.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Vieites,,,,-1.0,,,,,,1.068.000,,UP,"5,0",15.0,-,7.0,225.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,31.0,0.0,4.0,0.0,10.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Villar,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/297194-1516876837.jpg?lm=1,-1.0,POR,Portero,26.0,13.0,2000000.0,1.057.000,España,DOWN,"3,1",31.0,-,13.0,835.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,77.0,103.0,0.0,15.0,1.0,27.0,2.0,0.0,-,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. L. Morales,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/252677-1447315847.jpg?lm=1,-1.0,DEL,Delantero,36.0,15.0,2500000.0,1.029.000,España,UP,"3,8",34.0,-,14.0,384.0,3.0,0.0,0.0,1.0,1.0,6.0,5.0,18.0,40.0,0.0,7.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Rebbach,derecho,Alavés,https://img.a.transfermarkt.technology/portrait/medium/718034-1698878924.jpg?lm=1,-1.0,EI,Delantero,25.0,21.0,500000.0,996.000,Argelia,UP,"3,7",37.0,5,14.0,291.0,1.0,0.0,1.0,6.0,1.0,4.0,3.0,15.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Fernandez,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/89733-1635329024.jpg?lm=1,-1.0,MCO,Centrocampista,31.0,8.0,3000000.0,160.000,España,DOWN,"2,5",10.0,-,13.0,394.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,33.0,33.0,0.0,8.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. Torres,derecho,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/214775-1542106075.png?lm=1,-1.0,MC,Centrocampista,29.0,21.0,6000000.0,974.000,España,UP,"2,4",24.0,2,11.0,559.0,0.0,0.0,1.0,5.0,0.0,3.0,2.0,45.0,85.0,0.0,7.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Papastathopoulos,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/34322-1698855131.jpg?lm=1,-1.0,CEN,Defensa,35.0,19.0,800000.0,966.000,Grecia,DOWN,"0,0",0.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Diakhaby,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/346289-1501591248.jpg?lm=1,-1.0,CEN,Defensa,26.0,4.0,6000000.0,962.000,Guinea,UP,"3,7",33.0,-,9.0,653.0,1.0,0.0,0.0,0.0,31.0,2.0,3.0,49.0,57.0,0.0,9.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. Lopez,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/192009-1447151936.jpg?lm=1,-1.0,MC,Centrocampista,28.0,17.0,3500000.0,948.000,España,UP,"3,9",47.0,1,14.0,720.0,1.0,2.0,1.0,5.0,6.0,9.0,4.0,65.0,95.0,0.0,11.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Pires,izquierdo,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/927768-1654724612.jpg?lm=1,-1.0,LI,Defensa,22.0,33.0,2000000.0,889.000,Brasil,DOWN,"3,8",30.0,3,10.0,429.0,1.0,0.0,0.0,6.0,10.0,6.0,2.0,33.0,75.0,0.0,9.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Silva,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/198008-1663686224.jpg?lm=1,-1.0,DEL,Delantero,28.0,21.0,12000000.0,879.000,Portugal,DOWN,"2,0",4.0,-,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Almeida,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/375382-1547563680.png?lm=1,-1.0,MC,Centrocampista,23.0,10.0,20000000.0,875.000,Portugal,DOWN,"3,3",26.0,-,8.0,484.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,19.0,66.0,0.0,6.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. D. Frutos,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/455181-1613121992.jpg?lm=1,-1.0,ED,Delantero,26.0,19.0,8000000.0,874.000,España,UP,"3,0",39.0,1,13.0,347.0,1.0,0.0,1.0,7.0,2.0,5.0,5.0,20.0,42.0,0.0,5.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Lopy,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/649033-1639674790.png?lm=1,-1.0,PIV,Centrocampista,21.0,6.0,6000000.0,874.000,Senegal,DOWN,"2,8",33.0,2,12.0,829.0,0.0,0.0,0.0,1.0,9.0,11.0,1.0,75.0,78.0,0.0,24.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Portu,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/99353-1669365520.jpg?lm=1,-1.0,ED,Delantero,31.0,24.0,3500000.0,860.000,España,UP,"3,0",42.0,1,14.0,292.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,11.0,43.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Altimira,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/466801-1676910380.png?lm=1,-1.0,MC,Centrocampista,22.0,27.0,2000000.0,854.000,España,UP,"3,0",12.0,1,12.0,93.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,13.0,11.0,0.0,5.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Ceballos,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/319745-1561391851.jpg?lm=1,-1.0,MC,Centrocampista,27.0,19.0,12000000.0,828.000,España,UP,"2,8",11.0,-,6.0,87.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Hernandez,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/82503-1484149571.jpg?lm=1,-1.0,CEN,Defensa,34.0,5.0,1000000.0,821.000,España,DOWN,"3,3",30.0,-,14.0,1235.0,0.0,1.0,1.0,26.0,37.0,5.0,3.0,86.0,189.0,0.0,21.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Akhomach,izquierdo,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/709969-1636472170.jpg?lm=1,-1.0,ED,Delantero,19.0,27.0,3000000.0,820.000,Marruecos,DOWN,"2,8",28.0,2,10.0,308.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,18.0,53.0,0.0,9.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Iglesias,derecho,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/390688-1632295269.jpg?lm=1,-1.0,LD,Defensa,25.0,21.0,2500000.0,819.000,España,DOWN,"2,9",32.0,3,15.0,572.0,0.0,0.0,1.0,6.0,17.0,2.0,4.0,42.0,122.0,0.0,7.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chumi,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/333361-1645604612.jpg?lm=1,-1.0,CEN,Defensa,24.0,21.0,2000000.0,819.000,España,UP,"2,1",25.0,3,14.0,1035.0,0.0,1.0,2.0,1.0,41.0,3.0,0.0,50.0,80.0,0.0,27.0,0.0,0.0,1.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Ratiu,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/527966-1695208816.jpg?lm=1,-1.0,LD,Defensa,25.0,2.0,1500000.0,813.000,Rumania,DOWN,"3,3",10.0,4,11.0,180.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,14.0,29.0,0.0,3.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
