name,foot,team2023-12-02,image,positionMisterFantasy,shortNamePosition,groupPosition,age,shirtNumber,marketValueReal,marketValueMisterFantasy_2023-12-02,nationality,fluctuationValue_2023-12-02,average_2023-12-02,scorePlayer_2023-12-02,points_antepenultimate_match_2023-12-02,game_played_2023-12-02,minutes_played_2023-12-02,goals_2023-12-02,assists_2023-12-02,assists_without_goal_2023-12-02,balls_into_area_2023-12-02,clearances_2023-12-02,dribbles_2023-12-02,kicks_to_goal_2023-12-02,recovered_balls_2023-12-02,possession_loss_2023-12-02,penaltis_failed_2023-12-02,goals_against_2023-12-02,red_cards_2023-12-02,ball_stop_2023-12-02,penalties_made_2023-12-02,yellow_cards_2023-12-02,second_yellow_card_match_2023-12-02,penalties_caused_2023-12-02,penalties_stopped_2023-12-02,own_goals_2023-12-02,team2024-05-28,marketValueMisterFantasy_2024-05-28,fluctuationValue_2024-05-28,average_2024-05-28,scorePlayer_2024-05-28,points_antepenultimate_match_2024-05-28,game_played_2024-05-28,minutes_played_2024-05-28,goals_2024-05-28,assists_2024-05-28,assists_without_goal_2024-05-28,balls_into_area_2024-05-28,clearances_2024-05-28,dribbles_2024-05-28,kicks_to_goal_2024-05-28,recovered_balls_2024-05-28,possession_loss_2024-05-28,penaltis_failed_2024-05-28,goals_against_2024-05-28,red_cards_2024-05-28,ball_stop_2024-05-28,penalties_made_2024-05-28,yellow_cards_2024-05-28,second_yellow_card_match_2024-05-28,penalties_caused_2024-05-28,penalties_stopped_2024-05-28,own_goals_2024-05-28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girona FC,9.188.000,DOWN,"4,0",60,4,14,1171,0,2,0,1,41,5,0,75,113,0,16,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Almería,9.041.000,DOWN,"4,2",46,5,11,749,0,4,3,5,13,2,6,68,114,0,17,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Almería,8.863.000,UP,"5,1",72,3,13,801,5,0,1,4,2,8,9,35,92,0,23,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic,8.836.000,UP,"5,5",60,11,12,922,1,0,3,11,8,9,1,66,135,0,10,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,8.821.000,UP,"4,3",56,6,13,1130,0,0,0,0,51,11,0,92,113,0,10,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe CF,8.755.000,UP,"4,8",53,5,14,979,0,5,4,14,18,8,1,90,221,0,14,0,0,0,5,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia CF,8.737.000,UP,"4,8",72,0,14,1260,0,0,0,0,11,0,0,105,157,0,18,0,36,1,1,-,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad,8.732.000,UP,"4,2",59,4,14,1094,0,2,1,3,19,9,0,100,171,0,15,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Barcelona,8.684.000,DOWN,"3,4",44,5,14,993,0,1,1,4,17,16,1,54,147,0,9,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal CF,8.650.000,UP,"5,1",51,-,10,883,1,1,1,2,31,17,3,62,129,0,16,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,8.603.000,DOWN,"2,8",14,-,8,448,0,0,0,0,23,0,3,38,33,0,6,1,0,0,3,-,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic,8.515.000,UP,"4,4",61,3,15,1245,0,0,1,0,48,3,3,119,124,0,18,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,8.255.000,DOWN,"4,8",48,1,12,713,2,1,2,7,10,4,3,55,153,0,8,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid,8.222.000,DOWN,"4,4",48,-,11,844,1,0,0,2,13,4,3,53,73,0,4,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,8.062.000,DOWN,"5,6",50,5,9,562,0,1,2,0,7,23,3,60,95,0,7,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia CF,7.977.000,UP,"4,1",58,0,13,1022,0,2,0,5,18,11,2,103,191,0,14,0,0,1,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,7.896.000,DOWN,"2,8",31,4,12,887,0,1,0,0,50,3,4,71,103,0,12,1,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad,7.859.000,UP,"4,2",50,4,14,956,1,0,0,0,34,1,1,58,86,0,14,0,0,1,4,-,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,7.859.000,UP,"1,5",3,1,3,17,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,7.844.000,UP,"5,6",62,10,11,655,6,0,1,1,7,1,10,15,65,0,10,1,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,7.727.000,UP,"3,9",51,1,13,791,2,1,4,5,8,4,4,41,106,0,9,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Celta,7.719.000,UP,"4,8",67,3,14,1180,1,1,2,12,15,10,5,81,235,0,24,0,0,1,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Barcelona,7.664.000,DOWN,"4,4",57,1,14,625,3,0,2,3,4,7,6,27,96,0,7,0,0,0,1,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cádiz CF,7.539.000,DOWN,"5,2",73,4,14,1006,3,1,1,1,20,12,8,41,147,0,15,0,0,0,1,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girona FC,7.493.000,DOWN,"4,9",68,2,14,764,1,3,3,9,7,10,3,54,147,0,13,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe CF,7.468.000,UP,"4,5",58,4,14,1082,1,0,0,2,42,2,2,98,149,0,14,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Celta,7.462.000,UP,"4,2",59,4,14,1259,1,0,0,0,76,3,4,106,188,0,24,0,0,0,4,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,7.460.000,DOWN,"4,5",59,2,13,649,0,4,6,3,20,5,3,38,80,0,6,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid,7.365.000,DOWN,"4,5",45,2,10,900,0,0,0,0,7,0,0,57,56,0,7,0,24,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,7.119.000,UP,"4,8",48,6,13,474,2,1,2,4,2,11,9,22,79,0,9,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,7.112.000,DOWN,"6,2",56,-,9,619,2,1,2,5,1,9,6,28,89,0,7,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,7.099.000,UP,"4,1",58,5,14,1260,0,0,0,0,13,0,0,118,179,0,19,0,38,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,7.052.000,DOWN,"3,6",40,3,11,613,1,1,4,19,0,14,7,36,121,0,14,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,472.000,DOWN,"2,8",28,1,12,400,1,0,0,0,4,1,3,27,33,0,7,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,6.863.000,UP,"5,4",70,3,10,519,4,0,2,0,2,10,10,15,69,0,9,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Barcelona,6.742.000,UP,"4,5",36,7,11,543,0,0,0,0,24,0,1,41,63,0,6,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,6.716.000,DOWN,"3,9",51,4,15,1108,0,0,0,1,42,4,0,65,107,0,11,0,0,1,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe CF,6.689.000,DOWN,"4,5",67,4,15,1345,1,0,1,1,31,2,10,95,105,0,20,0,0,1,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD Mallorca,6.644.000,DOWN,"4,4",62,2,15,1260,0,0,0,0,14,1,0,91,186,0,20,0,33,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granada CF,6.342.000,DOWN,"3,7",37,3,10,816,3,2,0,0,15,24,5,40,145,0,21,1,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,6.310.000,DOWN,"4,7",47,3,10,620,2,1,0,1,0,19,7,18,95,0,7,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cádiz CF,6.134.000,UP,"3,8",50,5,13,893,1,2,8,0,2,1,8,47,115,0,9,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,6.080.000,UP,"3,3",33,7,14,740,0,1,2,5,24,2,1,39,97,0,9,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,5.973.000,UP,"4,5",59,8,13,1098,1,0,1,0,19,5,5,84,113,0,13,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girona FC,5.948.000,UP,"3,9",55,5,14,1220,0,0,0,10,26,12,3,102,212,0,16,0,0,1,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic,5.824.000,DOWN,"3,8",49,3,15,420,2,1,3,19,4,6,3,22,98,0,6,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Barcelona,5.785.000,DOWN,"3,3",36,-,14,814,0,1,1,0,21,2,0,52,40,0,9,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia CF,5.781.000,UP,"3,7",44,-1,11,920,0,0,0,0,46,0,0,68,78,0,13,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,5.725.000,DOWN,"4,1",58,5,14,1156,1,1,2,0,2,12,3,78,164,0,20,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Barcelona,5.659.000,DOWN,"4,8",43,2,11,430,1,0,1,1,2,10,9,26,60,0,4,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cádiz CF,235.000,DOWN,"2,5",27,1,12,470,0,0,1,0,0,2,2,9,76,0,11,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad,5.544.000,UP,"4,1",53,5,13,1083,0,0,0,0,39,2,0,77,127,0,15,0,0,0,6,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Celta,5.480.000,UP,"4,2",55,13,13,1170,1,0,0,0,85,0,5,94,66,0,22,0,0,1,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,5.412.000,UP,"5,7",34,10,6,320,1,1,0,2,1,14,1,17,53,0,4,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,5.360.000,DOWN,"2,5",30,5,13,807,0,0,1,14,15,5,0,66,192,0,13,1,0,1,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,5.265.000,UP,"4,3",60,6,14,1222,1,0,0,3,18,12,2,113,200,0,17,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girona FC,5.216.000,UP,"4,2",50,4,13,829,1,0,0,0,21,1,2,49,65,0,14,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,5.125.000,UP,"4,7",56,3,15,846,1,0,0,0,42,0,4,62,73,0,9,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal CF,5.120.000,UP,"3,5",42,3,14,977,0,0,1,0,57,0,1,44,95,0,19,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia CF,5.099.000,UP,"3,5",45,1,13,914,0,0,0,0,34,6,0,78,73,0,14,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granada CF,5.064.000,DOWN,"4,7",66,4,14,1025,5,0,3,2,4,7,14,30,78,0,26,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid,4.976.000,UP,"2,9",20,-,8,501,0,0,0,0,8,4,0,38,34,0,2,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granada CF,4.939.000,DOWN,"4,1",53,5,13,1070,0,2,3,19,12,3,6,58,185,0,28,0,0,0,6,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad,4.926.000,DOWN,"3,4",48,5,10,258,1,0,0,0,7,1,1,18,57,0,5,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,4.855.000,DOWN,"4,8",63,4,13,1011,0,3,2,2,4,6,0,60,114,0,14,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,4.800.000,UP,"5,4",27,-,5,147,2,0,0,1,0,2,3,1,27,0,1,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic,4.784.000,UP,"4,2",46,5,13,841,2,1,3,2,19,0,5,69,119,0,12,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cádiz CF,4.750.000,DOWN,"3,5",42,4,13,611,3,0,0,10,2,4,8,44,98,0,11,1,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal CF,4.691.000,DOWN,"3,3",46,3,14,877,0,1,0,0,14,8,4,67,104,0,17,0,0,0,3,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,4.681.000,DOWN,"2,2",26,2,12,638,1,2,1,20,3,2,5,30,124,0,11,2,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Almería,4.632.000,UP,"4,7",66,1,14,809,2,4,6,1,2,17,9,60,148,0,22,0,0,0,4,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,4.554.000,DOWN,"3,2",48,3,15,1109,1,1,1,2,5,9,5,49,142,1,7,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girona FC,4.550.000,UP,"3,2",32,4,11,543,0,0,0,0,24,0,1,41,63,0,6,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia CF,4.520.000,DOWN,"4,2",63,1,14,966,1,3,4,2,1,20,1,59,142,0,10,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,4.519.000,DOWN,"5,6",39,2,6,363,0,0,0,0,1,9,0,17,72,0,3,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,4.443.000,UP,"3,6",47,2,13,1164,1,1,1,0,51,3,2,78,113,0,20,1,0,1,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid,4.397.000,UP,"3,4",31,-,14,181,1,0,1,7,0,6,3,12,51,0,0,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granada CF,4.284.000,DOWN,"3,8",42,3,14,990,0,0,0,0,11,0,0,112,111,0,22,0,39,2,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,4.275.000,UP,"3,5",28,3,8,365,0,0,0,0,25,2,0,17,35,0,4,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,4.183.000,UP,"3,6",40,4,13,682,0,2,2,7,16,3,0,50,138,0,9,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic,4.169.000,UP,"4,8",38,-,9,582,1,1,1,4,12,2,2,38,87,0,5,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,4.127.000,UP,"3,9",35,3,10,744,0,0,0,0,40,0,1,48,43,0,10,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granada CF,4.090.000,DOWN,"4,1",53,4,13,653,1,3,2,2,12,11,3,69,92,0,16,0,0,0,4,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,4.054.000,DOWN,"3,8",42,2,14,845,0,0,0,0,12,1,2,81,106,0,14,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,4.041.000,DOWN,"4,0",40,4,12,887,1,0,1,0,35,2,3,54,91,0,15,0,0,0,5,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD Mallorca,4.008.000,DOWN,"3,6",50,1,15,1100,1,1,1,17,8,12,5,58,155,0,19,0,0,0,5,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe CF,169.000,UP,"2,3",9,-,5,130,0,0,1,2,4,5,0,10,25,0,5,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,3.990.000,DOWN,"3,2",32,4,12,897,0,0,2,2,16,10,0,60,158,0,10,0,0,0,0,-,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD Mallorca,3.891.000,UP,"3,4",47,1,15,1215,0,0,0,0,58,0,0,80,109,0,19,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,3.866.000,DOWN,"4,9",49,1,10,339,3,1,2,3,0,9,5,14,75,0,5,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,3.856.000,UP,"3,7",37,4,13,669,0,1,4,13,4,5,2,81,148,0,13,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD Mallorca,3.839.000,DOWN,"2,3",23,2,12,673,0,1,1,8,9,6,1,43,124,0,12,1,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC Barcelona,3.768.000,DOWN,"2,6",34,-,14,635,0,1,2,1,12,3,2,43,73,0,9,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Betis,3.755.000,DOWN,"3,5",42,4,13,368,1,0,0,1,0,11,2,14,85,0,5,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD Mallorca,3.663.000,UP,"5,4",59,1,15,504,5,1,1,1,3,4,7,11,72,0,6,0,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Osasuna,3.645.000,DOWN,"3,7",41,1,14,980,0,0,0,0,8,0,0,99,151,0,18,0,20,0,2,-,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Almería,3.611.000,DOWN,"3,4",37,3,13,990,0,0,0,0,10,0,0,78,133,0,28,0,36,0,1,-,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Madrid,3.542.000,DOWN,"2,9",29,3,14,544,0,3,3,3,11,4,0,63,77,0,7,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Sociedad,3.537.000,UP,"2,6",31,-,14,363,1,1,2,0,1,12,6,11,48,0,7,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,3.523.000,DOWN,"3,7",37,3,10,412,0,1,1,10,3,4,5,16,68,1,6,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cádiz CF,3.421.000,UP,"4,8",63,3,13,1083,1,0,0,1,20,4,2,88,114,0,14,0,0,0,6,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,3.419.000,DOWN,"3,9",39,2,12,630,1,1,1,0,3,2,4,44,55,0,8,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,3.151.000,DOWN,"3,9",51,2,14,705,1,0,0,1,25,9,7,65,79,0,12,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCD Mallorca,2.981.000,UP,"2,9",38,1,15,527,0,0,0,0,3,3,9,13,56,0,7,0,0,1,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe CF,2.975.000,UP,"3,3",33,3,14,616,0,1,0,0,42,3,0,40,88,0,7,1,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,2.958.000,DOWN,"3,3",39,3,11,414,0,0,0,0,6,3,1,50,60,0,3,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girona FC,2.875.000,UP,"4,6",69,2,14,509,3,1,1,0,8,1,8,9,39,0,7,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,2.818.000,UP,"3,8",45,-,13,1061,0,0,0,6,21,4,2,75,163,0,16,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Celta,2.751.000,UP,"3,6",40,6,14,772,0,1,2,5,19,4,0,59,118,0,15,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC Celta,2.677.000,UP,"4,0",20,5,10,422,0,0,0,0,7,0,0,48,50,0,9,0,16,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,2.591.000,DOWN,"3,9",31,2,10,596,0,0,0,0,19,2,0,48,66,0,7,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,2.469.000,UP,"3,0",36,7,12,769,0,0,0,2,8,6,1,72,87,0,11,1,0,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,2.461.000,DOWN,"4,1",57,4,14,688,2,0,1,1,8,8,12,24,98,1,8,0,0,0,1,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,2.282.000,DOWN,"2,4",17,2,9,411,0,0,0,8,6,3,1,39,79,0,11,0,0,0,2,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlético Madrid,2.277.000,DOWN,"3,6",36,-,13,665,0,1,5,0,15,0,2,54,89,0,8,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayo Vallecano,2.271.000,UP,"4,0",24,5,12,435,1,0,0,0,33,0,1,12,33,0,4,1,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,2.248.000,UP,"4,3",43,5,13,598,0,3,2,8,13,11,0,36,120,0,8,0,0,0,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,2.241.000,DOWN,"3,3",46,3,14,1192,0,0,2,10,16,5,3,82,142,0,18,0,0,0,3,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Getafe CF,2.225.000,UP,"3,5",53,1,15,739,2,0,1,0,14,4,7,12,134,0,11,0,0,0,3,-,1,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alavés,2.191.000,DOWN,"4,1",49,-,14,817,1,0,3,17,18,3,3,61,151,0,13,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villarreal CF,2.181.000,DOWN,"3,7",26,-,8,479,0,0,0,3,4,9,4,34,65,0,7,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Athletic,2.165.000,UP,"3,1",43,5,15,1066,0,0,0,0,34,0,0,81,87,0,12,0,0,0,4,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,2.135.000,DOWN,"4,3",30,4,8,630,0,0,0,0,5,0,0,52,67,0,8,0,17,0,0,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UD Las Palmas,2.089.000,UP,"2,9",44,4,15,989,0,1,0,5,8,4,2,51,129,0,10,0,0,1,1,-,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sevilla FC,2.081.000,DOWN,"2,9",20,3,10,435,0,0,0,0,7,7,0,38,35,0,8,0,0,0,3,-,0,0,0
